Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,20,402.958333,0.02,0.036667,0,0,Dec,3,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,139,0,0.066667,127.308015,0,Dec,2,10,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,17,349.375,0.0125,0.01875,0,0,Nov,3,2,9,20,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,11,0.088889,0.188889,0,0,Dec,2,2,2,2,Returning_Visitor,TRUE,FALSE
2,20.142857,0,0,4,33.142857,0,0.039815,0,0,Dec,3,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,23,1516.966667,0,0.024242,0,0.2,May,1,1,8,1,Returning_Visitor,FALSE,FALSE
6,465.833333,2,71,26,1558,0.006667,0.013333,7.169617,0,Mar,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,152.333333,0.023932,0.03956,0,0.8,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
11,155.6,0,0,12,248.6,0,0.008824,0,0,Aug,2,7,1,5,New_Visitor,FALSE,FALSE
0,0,0,0,3,135,0,0.066667,0,0,Feb,2,4,3,3,Returning_Visitor,FALSE,FALSE
2,50,0,0,29,598.297619,0,0.016667,0,0,Mar,2,6,3,1,Returning_Visitor,FALSE,FALSE
1,57.5,0,0,32,534.263889,0,0.011111,87.749787,0,Dec,1,2,1,8,Returning_Visitor,TRUE,TRUE
2,15,0,0,33,2081.5,0,0.017143,0,0.6,May,2,10,1,3,Returning_Visitor,FALSE,FALSE
2,16,0,0,42,1743.517857,0,0.012805,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
3,84.25,0,0,52,1725.966667,0,0.031189,0,0,Nov,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,6,149.5,0,0.066667,0,0.4,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,559.75,0.011765,0.019608,0,0,Nov,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,54,1357.61783,0,0.004812,0,0,Mar,2,2,2,2,Returning_Visitor,TRUE,FALSE
1,175.48,0,0,98,12449.9,0.002292,0.031103,0,0,June,2,2,1,5,Returning_Visitor,FALSE,FALSE
3,22.277778,1,0,6,36.902778,0,0.086667,0,0,Nov,2,2,2,2,Returning_Visitor,FALSE,FALSE
6,1672.033333,0,0,28,518.396667,0.006061,0.013333,0,0,Oct,2,2,3,2,Returning_Visitor,TRUE,FALSE
0,0,1,36.333333,38,1663.683333,0.005405,0.022973,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,2152.588889,0.001081,0.017748,0,0,Dec,3,3,3,3,Returning_Visitor,FALSE,FALSE
4,19.5,0,0,47,483.3,0.016327,0.033469,5.466388,1,May,2,2,1,6,Returning_Visitor,TRUE,FALSE
2,112.8,0,0,27,1555.967143,0,0.001724,44.856387,0,Nov,1,1,4,2,New_Visitor,FALSE,TRUE
3,97.75,1,46.5,12,257.416667,0.006667,0.027111,0,0,Nov,3,2,6,3,Returning_Visitor,FALSE,FALSE
2,298.2,0,0,48,1850.116667,0.004082,0.004422,7.562922,0,Nov,1,1,2,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,17,341.666667,0.011765,0.041176,0,0,Mar,2,6,9,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,28,608.522727,0.015385,0.021953,0,0,May,2,2,1,6,Returning_Visitor,TRUE,FALSE
1,41.4,0,0,30,558.611111,0.009091,0.046465,0,0,Sep,2,10,2,1,Returning_Visitor,FALSE,TRUE
2,23,0,0,97,1589.183333,0.00807,0.014967,0,0,May,2,5,1,3,Returning_Visitor,FALSE,FALSE
1,26.2,0,0,32,1427.676667,0,0.021875,19.965636,0,Sep,2,4,3,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,270.75,0,0.057143,0,0,Dec,1,1,4,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,19,923.22,0,0,0,0,Aug,1,1,1,4,Returning_Visitor,FALSE,FALSE
5,38.577778,2,9,7,584.377778,0,0.064352,0,0,Jul,1,1,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,2,0,0.2,0.2,0,0.8,May,3,2,2,13,Returning_Visitor,FALSE,FALSE
4,237.833333,0,0,66,3268.075758,0.005882,0.029549,0,1,May,2,2,7,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,24,381.358333,0.008333,0.0225,0,0,Dec,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,48,0,0.066667,0,0,Mar,4,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,30,480.605556,0.028,0.04145,0,0,Dec,3,2,3,3,Returning_Visitor,FALSE,FALSE
3,39,0,0,2,4,0,0.04,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,357.555556,0,0.022222,0,0,Dec,1,8,3,11,New_Visitor,FALSE,FALSE
3,49.4,4,321.4,91,6418.819048,0.018182,0.046633,13.837918,0,Jul,2,2,1,3,Returning_Visitor,FALSE,FALSE
1,6,0,0,15,500,0.026667,0.073333,19.996,0,Mar,2,2,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,17,469.416667,0,0.011765,0,0,Mar,1,1,2,2,Returning_Visitor,FALSE,FALSE
5,68.014286,1,21.2,63,1033.206667,0,0.009069,0,0,Aug,2,2,2,2,Returning_Visitor,FALSE,FALSE
4,79.25,5,500.8,39,1080.875,0.010638,0.024965,20.065009,0,Nov,2,5,1,2,Returning_Visitor,FALSE,TRUE
0,0,1,0,26,653.4,0.041333,0.067143,0,0,Jul,2,2,2,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,37,2152.588889,0.001081,0.017748,0,0,Dec,3,3,3,3,Returning_Visitor,FALSE,FALSE
2,23,0,0,97,1589.183333,0.00807,0.014967,0,0,May,2,5,1,3,Returning_Visitor,FALSE,FALSE
9,241.841667,0,0,25,673.033333,0.002151,0.005223,27.973418,0,Nov,1,1,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,41,3272,0.045238,0.078571,0,0.8,May,2,6,1,6,Returning_Visitor,FALSE,FALSE
6,89,1,0,29,1183.233333,0.013793,0.025517,0,0.2,May,3,2,1,2,Returning_Visitor,FALSE,FALSE
3,149,0,0,25,1294.183333,0.014815,0.02963,0,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
9,509.833333,2,23,27,1438.854167,0.020952,0.043333,0,0,Dec,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,806.666667,0,0.027059,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,FALSE
7,153.85,0,0,19,504.6,0,0.018519,0,0,Dec,1,1,1,8,Returning_Visitor,FALSE,TRUE
3,57,0,0,42,3556.516667,0,0.009683,26.983623,0,Dec,2,4,3,1,Returning_Visitor,FALSE,FALSE
7,89.95,0,0,37,552.04,0.006977,0.017829,0,0,Aug,1,1,4,3,Returning_Visitor,FALSE,FALSE
4,226,0,0,81,4836.486905,0.002381,0.010714,5.3123,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,1,20,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,96.7,0,0,0,0,Jul,1,1,1,2,Returning_Visitor,TRUE,FALSE
6,94.1,0,0,92,4212.141886,0.008333,0.021875,6.664928,0,Nov,1,1,1,2,Returning_Visitor,TRUE,TRUE
8,466.616667,5,81.4,25,1220.175,0.02,0.040444,0,0,Aug,3,2,3,2,Returning_Visitor,TRUE,FALSE
1,24,1,72,13,462,0,0.014286,23.13,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,53,2052.125,0,0.003922,52.49862,0,Nov,2,4,2,2,New_Visitor,TRUE,TRUE
1,4.333333,0,0,3,14.333333,0.006667,0.074444,0,0,June,4,2,1,5,Returning_Visitor,TRUE,TRUE
0,0,0,0,28,623.966667,0.023214,0.03631,0,0.6,May,3,2,1,6,Returning_Visitor,FALSE,FALSE
2,21.2,0,0,7,897.8,0,0.055556,0,0,Aug,2,2,1,1,Returning_Visitor,FALSE,FALSE
3,61,4,31,1,43,0,0.025,0,0,Dec,8,13,9,20,Other,FALSE,FALSE
0,0,0,0,6,69.25,0,0.044444,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,FALSE
2,118.9,0,0,30,1216.726667,0,0.008602,26.130361,0,Nov,4,2,6,2,New_Visitor,TRUE,TRUE
0,0,0,0,7,87.5,0.028571,0.085714,0,0.6,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,442.5,0,0.008333,0,0,Nov,2,2,1,2,New_Visitor,FALSE,FALSE
2,55.5,0,0,2,26,0,0.06,0,0,Dec,1,2,9,3,Returning_Visitor,TRUE,TRUE
2,46.5,0,0,90,1322.004437,0,0.005475,16.878786,0,Dec,2,2,7,10,Returning_Visitor,FALSE,FALSE
5,52,0,0,21,743.916667,0.004,0.016,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
3,149,0,0,25,1294.183333,0.014815,0.02963,0,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
3,49.5,0,0,68,2853.020833,0.008824,0.012827,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
2,11,0,0,36,474.306667,0,0.015714,47.659074,0,June,4,1,2,4,Returning_Visitor,FALSE,FALSE
5,20,0,0,72,3220.887143,0.024937,0.061689,0.975803,0,Oct,4,1,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,710,0,0.025,45.4895,0.8,May,1,1,6,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,32,707.7,0.025,0.084375,0,0,June,2,2,6,13,Returning_Visitor,FALSE,FALSE
0,0,1,41,13,698,0,0.032143,0,0,Mar,2,5,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,469.416667,0,0.011765,0,0,Mar,1,1,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,23,1107.267857,0.058182,0.069394,39.038442,0,Dec,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,2,2,2,1,Returning_Visitor,FALSE,FALSE
6,76.333333,0,0,7,78.833333,0.004444,0.010667,0,0,Mar,2,2,8,2,Returning_Visitor,FALSE,FALSE
2,12,0,0,85,3887.222321,0.000595,0.018506,0,0,Dec,3,2,7,3,Returning_Visitor,FALSE,FALSE
3,604.5,6,75.666667,50,2387.435714,0.019394,0.037838,0,1,May,1,1,3,15,Returning_Visitor,TRUE,FALSE
2,87.5,0,0,29,1352.133333,0,0.025287,34.601602,0,Nov,3,2,6,2,Returning_Visitor,TRUE,TRUE
3,242,0,0,12,286,0,0.014286,0,0,Mar,1,1,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,7,316.25,0,0.014286,0,0,May,3,2,1,4,Returning_Visitor,TRUE,FALSE
6,165.948718,2,114,42,2016.115385,0.016,0.028841,26.65416,0,Nov,1,1,3,2,Returning_Visitor,FALSE,FALSE
1,18.2,0,0,22,624.76,0.009091,0.015909,0,0,Oct,2,2,7,3,Returning_Visitor,FALSE,FALSE
1,38,0,0,16,727.714286,0.038889,0.045198,18.663333,0,May,3,2,4,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,614.75,0,0.073333,0,0,Dec,2,10,2,2,Returning_Visitor,FALSE,FALSE
7,105.75,0,0,124,3394.130159,0.001587,0.012919,5.921482,0,May,2,2,3,11,Returning_Visitor,TRUE,FALSE
2,36.5,0,0,32,770.375,0,0.013725,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE,FALSE
5,103.9,1,15.1,199,7959.909524,0.028595,0.058448,0,0,Aug,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,328.5,0,0.041667,0,0,Nov,2,2,7,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,26,409.3,0.007692,0.038462,0,0,Jul,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,1340.75,0,0.015385,57.588923,0.6,May,4,1,3,4,New_Visitor,FALSE,TRUE
0,0,0,0,3,428.5,0,0.066667,0,0,Nov,1,1,3,8,Returning_Visitor,FALSE,TRUE
0,0,0,0,3,21,0,0.066667,0,0,Nov,2,4,2,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,53,2309.995238,0.047479,0.063948,0,0.4,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,35,584.308333,0,0.008571,0,0,Dec,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,710,0,0.025,45.4895,0.8,May,1,1,6,4,Returning_Visitor,FALSE,TRUE
23,335.130952,5,399.8,88,1839.098106,0.015759,0.031588,0,0,Aug,3,2,3,2,Returning_Visitor,TRUE,FALSE
2,63.5,0,0,9,99.066667,0.036364,0.072727,0,0,Oct,1,1,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,44,0.066667,0.1,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,34,1491.775,0.00202,0.024793,0,0,Nov,2,2,6,11,Returning_Visitor,TRUE,TRUE
0,0,0,0,4,100.166667,0,0.05,0,0,May,1,8,1,11,Returning_Visitor,FALSE,FALSE
3,118.666667,0,0,17,694,0.003704,0.008333,27.451382,0,Mar,3,2,1,2,Returning_Visitor,TRUE,TRUE
1,0,0,0,77,4350.647321,0.012727,0.023843,14.385468,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
9,201.85,2,20.6,43,1458.93619,0,0.009524,0,0,Aug,3,2,3,1,New_Visitor,FALSE,FALSE
0,0,0,0,6,82.5,0,0.033333,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE,FALSE
5,209.625,2,118.75,21,398,0.006897,0.021839,0,0,Dec,2,2,4,2,New_Visitor,FALSE,FALSE
7,156.5,1,122,26,694.712121,0,0.002976,0,0,Mar,2,4,1,2,Returning_Visitor,FALSE,FALSE
1,28.2,0,0,35,942.687922,0.017143,0.035442,8.435207,0,Sep,1,1,1,2,Returning_Visitor,TRUE,FALSE
4,302,0,0,29,675.375,0,0.001333,0,0,Dec,2,2,1,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,496.75,0,0.011111,0,0,Mar,3,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,666,0,0.018182,0,0,May,2,4,8,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,53,2052.125,0,0.003922,52.49862,0,Nov,2,4,2,2,New_Visitor,TRUE,TRUE
0,0,0,0,15,751.8,0.026667,0.04,0,0,Mar,1,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,1,132,8,445,0,0.014286,0,0,Mar,3,2,4,14,Returning_Visitor,TRUE,FALSE
0,0,0,0,25,981,0.024,0.048,15.3956,0,May,2,4,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,13,303.4,0,0.016667,239.98,0,May,2,2,5,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,4,81,0,0.05,0,0.4,May,2,4,2,4,Returning_Visitor,FALSE,FALSE
0,0,1,844,6,1108,0.066667,0.066667,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE,FALSE
3,242,0,0,12,286,0,0.014286,0,0,Mar,1,1,1,2,New_Visitor,TRUE,FALSE
3,145,0,0,53,1783.791667,0.007143,0.029031,12.241717,0,Dec,4,6,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.4,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,68.5,0,0.033333,0,0,Mar,3,2,1,10,Returning_Visitor,FALSE,FALSE
1,76,0,0,37,821.333333,0,0.014286,0,0,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
2,196.6,0,0,31,1514.3,0.036364,0.066667,0,0,Aug,1,8,7,1,Returning_Visitor,TRUE,FALSE
2,11,0,0,48,2562.083333,0.004255,0.005319,0,0,May,2,5,7,4,Returning_Visitor,FALSE,FALSE
5,52.5,0,0,24,1365.5,0.002778,0.03,0,0,May,2,7,7,4,Returning_Visitor,TRUE,FALSE
1,70,0,0,24,496.666667,0,0.002174,0,0,May,1,1,1,2,New_Visitor,FALSE,FALSE
4,43.225,0,0,13,293.725,0.022222,0.064259,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,51,1655.358333,0,0.013072,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE,FALSE
1,18,0,0,62,1288.130556,0.003279,0.009071,13.636926,0,Nov,2,10,1,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,275.5,0,0.028571,0,0,Nov,3,2,2,1,Returning_Visitor,FALSE,FALSE
2,166,2,55,10,1968.25,0.014286,0.021429,0,0,May,1,1,1,6,New_Visitor,TRUE,FALSE
5,44.2,5,801.8,12,235.3,0.002778,0.035926,0,0,Aug,2,2,2,2,Returning_Visitor,FALSE,FALSE
7,105.75,0,0,124,3394.130159,0.001587,0.012919,5.921482,0,May,2,2,3,11,Returning_Visitor,TRUE,FALSE
3,49.5,0,0,68,2853.020833,0.008824,0.012827,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,29,1089,0.006897,0.013793,0,0,Mar,1,6,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,303.4,0,0.016667,239.98,0,May,2,2,5,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,2,0,0.2,0.2,0,0,June,3,2,4,13,Returning_Visitor,FALSE,FALSE
6,89,1,0,29,1183.233333,0.013793,0.025517,0,0.2,May,3,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,87.5,0.028571,0.085714,0,0.6,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
1,20,0,0,8,268,0,0.025926,0,0,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
4,72.5,0,0,28,1248.058333,0.014063,0.024479,0,0,Nov,2,6,4,2,Returning_Visitor,FALSE,FALSE
4,211.8,0,0,15,512.9,0,0.00625,0,0,Nov,1,1,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,17,349.375,0.0125,0.01875,0,0,Nov,3,2,9,20,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,132.633333,0.011765,0.007843,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,887,0.054545,0.09697,0,0,Nov,2,5,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,751.8,0.026667,0.04,0,0,Mar,1,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,740.166667,0,0.014286,0,0,Nov,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,1,255,15,1418.25,0,0.00625,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
9,524.933333,2,30.666667,31,1157.444833,0.005698,0.028819,10.796749,0,Nov,2,2,3,1,Returning_Visitor,TRUE,FALSE
3,206.666667,0,0,15,936.166667,0.01875,0.09375,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,9,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,53,2634.476245,0.000943,0.01643,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
2,62.5,0,0,17,775.333333,0,0.045098,0,0,Nov,2,2,3,1,Returning_Visitor,FALSE,TRUE
2,26,0,0,46,1852.75,0,0.005797,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,53,1618.203333,0.023846,0.047628,0,0,Oct,1,8,1,1,Returning_Visitor,TRUE,FALSE
1,175.48,0,0,98,12449.9,0.002292,0.031103,0,0,June,2,2,1,5,Returning_Visitor,FALSE,FALSE
4,75,0,0,16,252,0,0.004444,0,0,May,2,2,4,4,New_Visitor,TRUE,FALSE
0,0,0,0,1,35.25,0,0.066667,0,0,Nov,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,34,311.5,0,0.011765,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
6,129.020833,0,0,56,755.417892,0.001724,0.015843,0,0,Nov,1,1,1,10,Returning_Visitor,TRUE,FALSE
2,9.166667,2,24,80,5426.022078,0.012875,0.033916,0,0,May,2,2,6,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,5,6,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,445.583333,0.004,0.024,0,0,Dec,2,10,1,1,Returning_Visitor,FALSE,FALSE
1,0,0,0,77,4350.647321,0.012727,0.023843,14.385468,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,593.70198,0,0.005364,20.826132,0,Nov,2,5,2,5,Returning_Visitor,TRUE,TRUE
0,0,0,0,16,576.3,0.016667,0.011458,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE,FALSE
1,73,0,0,32,593,0,0.013542,0,0,Nov,2,2,3,6,Returning_Visitor,FALSE,FALSE
20,199.456273,7,299.033333,686,23342.08205,0.009853,0.022771,0.15065,0,Aug,2,2,1,1,Returning_Visitor,FALSE,FALSE
5,55.5,2,132.5,61,2190.429367,0.013846,0.038779,0,0,Nov,3,2,3,13,Returning_Visitor,FALSE,FALSE
9,241.841667,0,0,25,673.033333,0.002151,0.005223,27.973418,0,Nov,1,1,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,29,1211.166667,0,0.006897,0,0,Nov,2,2,4,2,New_Visitor,FALSE,TRUE
4,104,1,93,15,292.5,0,0.02125,0,0,May,2,4,3,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,160,0,0.075,0,0,Feb,4,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Aug,3,2,1,13,Returning_Visitor,FALSE,FALSE
1,6,0,0,53,2241.5,0.003846,0.026923,0,0.4,May,2,4,9,20,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,143.2,0,0.029167,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE,FALSE
1,28.2,0,0,35,942.687922,0.017143,0.035442,8.435207,0,Sep,1,1,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,4,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,239.5,0,0.016667,0,0,May,3,2,1,6,New_Visitor,TRUE,FALSE
0,0,1,6,50,1306.1,0.004082,0.012245,5.137714,0,May,4,1,4,20,Returning_Visitor,FALSE,TRUE
0,0,0,0,18,636.5,0,0.027778,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE,FALSE
6,152,0,0,17,450.75,0.028571,0.052381,14.1074,0,Nov,1,8,3,11,Returning_Visitor,FALSE,TRUE
0,0,0,0,3,76.5,0.04,0.047619,0,0,May,1,1,4,5,Returning_Visitor,FALSE,FALSE
4,41.2,1,0,15,142.4,0.022222,0.077778,0,0,Jul,1,1,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,981,0.024,0.048,15.3956,0,May,2,4,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,32,1658.125,0,0.014792,19.605515,0,Nov,2,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,323,0.033333,0.066667,0,0,Mar,2,2,1,3,Returning_Visitor,TRUE,FALSE
8,466.616667,5,81.4,25,1220.175,0.02,0.040444,0,0,Aug,3,2,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,24,386.75,0.016667,0.051389,0,0,Nov,2,4,1,3,Returning_Visitor,FALSE,FALSE
3,119,1,86,25,413.722222,0,0.013077,15.400423,0,May,1,1,7,4,Returning_Visitor,FALSE,FALSE
1,4.333333,0,0,3,14.333333,0.006667,0.074444,0,0,June,4,2,1,5,Returning_Visitor,TRUE,TRUE
2,43.727273,0,0,59,3354.078463,0.012308,0.026495,9.005311,0,Nov,2,2,3,1,Returning_Visitor,FALSE,TRUE
0,0,3,60.5,74,3105.365207,0.015789,0.022262,0,0,Nov,1,2,5,2,Returning_Visitor,FALSE,FALSE
2,52.5,0,0,10,753.1,0,0.02,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,2,75.5,109,4008.578283,0.003003,0.018998,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,3,35,0.066667,0.1,0,0.6,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,39,1294.599603,0.002703,0.011568,0,0,Nov,3,2,1,20,Returning_Visitor,TRUE,FALSE
0,0,0,0,40,952.966667,0.001667,0.016667,0,0,Mar,1,1,2,2,Returning_Visitor,FALSE,FALSE
3,37.2,1,0,3,14,0,0.033333,0,0,Sep,2,7,7,2,New_Visitor,TRUE,FALSE
7,117.666667,0,0,74,1540.290115,0.006173,0.016238,0,0,Aug,2,2,7,1,Returning_Visitor,FALSE,FALSE
3,29.815152,0,0,189,7190.547947,0.001396,0.014604,39.292163,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
2,55.4,0,0,25,402.75,0.015385,0.034066,0,0,Jul,3,2,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,1038,0.033333,0.066667,0,0,Dec,2,4,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,469.416667,0,0.011765,0,0,Mar,1,1,2,2,Returning_Visitor,FALSE,FALSE
1,4.333333,0,0,3,14.333333,0.006667,0.074444,0,0,June,4,2,1,5,Returning_Visitor,TRUE,TRUE
6,595.1,3,1439,19,1119.716667,0,0.016667,0,0,May,1,1,8,2,Returning_Visitor,FALSE,FALSE
3,73.5,3,171,76,2208.788095,0,0.004756,3.200305,0,May,4,1,7,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,15,598.6,0,0.033333,0,0,Jul,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,1,322.4,27,1747.7,0.007692,0.025641,0,0,Oct,2,4,5,1,Returning_Visitor,FALSE,FALSE
1,27.5,1,376,109,2925.677607,0.005505,0.015673,0,0,Nov,1,2,3,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,232.666667,0,0.014286,0,0,Mar,2,2,6,2,Returning_Visitor,FALSE,FALSE
11,157.058333,5,514,79,2605.702273,0,0.006408,14.851313,0,May,2,2,7,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,51,1655.358333,0,0.013072,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE,FALSE
6,101.625,0,0,140,7097.582291,0.003448,0.009952,21.888568,0,Nov,2,2,3,13,Returning_Visitor,FALSE,TRUE
1,7.5,0,0,63,3060.055556,0.024624,0.036047,0,0,Nov,3,2,1,3,Returning_Visitor,FALSE,FALSE
1,0,0,0,0,0,0.2,0.2,0,0,May,2,5,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Nov,1,8,3,1,Returning_Visitor,TRUE,FALSE
2,55.5,0,0,2,26,0,0.06,0,0,Dec,1,2,9,3,Returning_Visitor,TRUE,TRUE
0,0,0,0,28,608.522727,0.015385,0.021953,0,0,May,2,2,1,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,33.2,0.133333,0.166667,0,0,Aug,3,2,1,2,Returning_Visitor,TRUE,FALSE
