longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-121.92,37.29,34,943,135,378,139,5.1765,344600,'<1H OCEAN'
-120.08,39.61,32,1404,247,544,201,2.7778,72900,INLAND
-121.86,36.6,21,3634,1011,1985,917,2.9085,156300,'<1H OCEAN'
-118.07,33.96,30,928,230,913,214,2.6991,147100,'<1H OCEAN'
-118.48,34.01,31,1829,458,719,392,4.4,353800,'<1H OCEAN'
-118.45,34.3,27,2676,?,2661,623,4.3047,152100,'<1H OCEAN'
-118.5,34.23,26,3082,573,1590,586,4.5167,319000,'<1H OCEAN'
-118.21,33.81,40,1815,428,1807,413,3.0882,160700,'NEAR OCEAN'
-121.44,38.43,3,39320,6210,16305,5358,4.9516,153700,INLAND
-121.66,39.66,17,3502,655,1763,613,2.9625,101200,INLAND
-120.12,39.18,17,2839,525,390,189,3.5667,179200,INLAND
-122.32,38.32,26,2710,498,1439,484,5,175200,'NEAR BAY'
-122.44,37.73,52,866,205,587,171,5.0224,261900,'NEAR BAY'
-119.67,36.72,31,843,140,453,149,2.6875,153800,INLAND
-119.81,36.71,25,1026,221,789,183,1.5625,52800,INLAND
-118.18,33.84,35,1415,294,591,291,2.9798,315600,'NEAR OCEAN'
-122.25,38.17,34,778,137,406,136,4.2955,121300,'NEAR BAY'
-117.96,33.87,27,890,289,416,200,3.141,167500,'<1H OCEAN'
-120.47,34.94,17,1368,308,642,303,1.8633,109400,'<1H OCEAN'
-122.13,37.7,21,4124,1054,2162,998,2.6321,223100,'NEAR BAY'
-117.2,33.2,16,4409,629,1875,609,5.543,286400,'<1H OCEAN'
-120.43,34.86,17,1932,347,874,312,3.8203,141500,'<1H OCEAN'
-118.92,36.04,28,1148,233,521,212,2.9208,98500,INLAND
-122,37.08,17,4154,739,2149,693,5.5919,373400,'NEAR OCEAN'
-123.26,41.86,25,2344,532,1117,424,2.7222,64600,INLAND
-117.06,32.76,36,2785,577,1275,527,2.3015,156800,'NEAR OCEAN'
-117.81,33.73,19,5471,1345,2828,1247,3.5719,252800,'<1H OCEAN'
-121.42,38.64,44,1728,367,1042,349,1.6033,58500,INLAND
-120.38,37.99,36,2864,603,1155,565,2.3571,113400,INLAND
-119.78,36.83,11,2754,663,1328,604,2.3667,69300,INLAND
-122.02,37.31,33,2563,434,1230,418,6.3197,340100,'<1H OCEAN'
-122.17,37.43,24,3924,1142,7174,950,4.0972,387500,'NEAR OCEAN'
-121.94,36.57,28,3153,409,569,271,14.4113,500001,'NEAR OCEAN'
-122.31,37.56,40,1351,330,701,297,3.32,292900,'NEAR OCEAN'
-118.01,34.12,43,1185,207,657,198,4.5491,214800,INLAND
-123.36,39.25,17,1087,254,522,202,2.5875,144500,'<1H OCEAN'
-122.27,37.86,52,1769,372,849,365,2.6914,218800,'NEAR BAY'
-117.2,32.76,40,581,157,298,156,2.4,255000,'NEAR OCEAN'
-118.25,34.09,52,1866,470,1211,417,2.935,189400,'<1H OCEAN'
-118.17,33.77,39,2953,878,1379,785,2.1378,180400,'NEAR OCEAN'
-120.98,37.66,33,1959,342,984,356,4.5208,114200,INLAND
-122.11,37.05,18,3337,549,1449,519,5.1412,315800,'NEAR OCEAN'
-118.33,33.87,36,2219,406,1219,403,4.2614,267100,'<1H OCEAN'
-118.06,34.11,39,2603,547,1196,487,3.0854,248700,INLAND
-119.78,36.83,11,2754,663,1328,604,2.3667,69300,INLAND
-121.83,37.3,16,5684,1386,4203,1318,3.1964,185800,'<1H OCEAN'
-122.02,37.4,35,2348,531,1475,498,4.35,261000,'<1H OCEAN'
-121.95,37.37,39,446,129,317,127,3.0357,208300,'<1H OCEAN'
-122.29,37.54,43,2268,438,1151,449,4.9091,293200,'NEAR OCEAN'
-118.18,34.02,36,1138,296,1484,320,2.2813,150700,'<1H OCEAN'
-121.84,37.27,9,3624,812,1856,721,4.2083,198400,'<1H OCEAN'
-117.05,32.57,22,2857,516,2412,496,4.7337,127600,'NEAR OCEAN'
-119.69,36.82,15,3303,512,1687,505,4.81,93600,INLAND
-118.02,33.79,23,6368,1030,3281,1001,6.1142,240400,'<1H OCEAN'
-118.18,34.08,33,1369,408,1475,377,2.3281,151900,'<1H OCEAN'
-122.05,37.95,27,3513,791,1875,694,3.1838,182000,'NEAR BAY'
-118.46,33.97,18,9430,2473,3408,2003,6.1726,500001,'<1H OCEAN'
-117.9,33.73,32,2930,833,5116,854,3.7147,164100,'<1H OCEAN'
-122.28,37.81,19,1207,243,721,207,1.1111,108300,'NEAR BAY'
-118.05,34.16,36,3908,732,1688,725,4.5625,376800,INLAND
-119.63,36.58,22,1794,435,1127,359,1.2647,55300,INLAND
-122.19,37.74,43,707,147,417,155,2.5139,83400,'NEAR BAY'
-117.28,33.94,10,972,212,773,219,1.3125,135700,INLAND
-121.85,39.77,17,5273,1177,2446,1199,1.9362,89900,INLAND
-123.53,40.88,20,2680,599,918,345,2.2115,75000,INLAND
-119.82,36.72,25,2581,528,1642,509,1.6435,52600,INLAND
-118.35,34.17,47,858,170,365,171,2.0385,225000,'<1H OCEAN'
-118.06,34.08,42,1988,402,1239,402,3.2569,201500,'<1H OCEAN'
-118.19,34.05,42,1291,345,1535,332,1.9083,119200,'<1H OCEAN'
-117.75,34.1,21,8069,2174,4369,2036,3.2756,156800,INLAND
-117.79,33.56,36,2057,329,658,309,7.866,500001,'<1H OCEAN'
-122.7,38.35,16,1328,187,607,197,5.0366,257800,'<1H OCEAN'
-122.52,37.94,18,1804,284,600,241,5.9582,500001,'NEAR BAY'
-117.99,33.69,16,1476,294,886,270,5.3259,216400,'<1H OCEAN'
-118.19,34.19,34,2061,260,825,254,15.0001,500001,'<1H OCEAN'
-119.76,36.68,29,1243,312,836,277,1.8355,74200,INLAND
-122.49,37.6,33,3507,669,1697,660,4.0795,270600,'NEAR OCEAN'
-118.56,34.25,31,1962,243,697,242,8.565,500001,'<1H OCEAN'
-117.31,34.11,41,1105,257,816,197,1.9375,64100,INLAND
-122.2,37.84,30,2211,346,844,343,6.0666,311500,'NEAR BAY'
-118.14,34.17,42,2757,713,2112,653,2.7148,166800,'<1H OCEAN'
-122.21,37.81,52,1389,212,510,224,5.2402,296400,'NEAR BAY'
-117.31,34.08,37,953,231,611,230,1.9926,81500,INLAND
-118.24,33.95,36,2316,543,1938,507,1.25,97400,'<1H OCEAN'
-117.66,33.62,16,5175,799,2717,813,6.1493,257800,'<1H OCEAN'
-118.03,34.11,38,2076,361,988,332,5.9175,416900,INLAND
-119.82,37.57,13,1713,340,643,241,2.662,92400,INLAND
-121.84,37.33,28,1535,330,1937,317,4.1146,160100,'<1H OCEAN'
-122.13,37.41,36,4787,900,2039,890,5.4063,440900,'NEAR BAY'
-118.4,34,10,1526,339,705,268,5.8083,321800,'<1H OCEAN'
-119.28,36.35,7,3598,701,2080,678,3.1111,72400,INLAND
-118.48,33.43,29,716,214,422,173,2.6042,287500,ISLAND
-121.01,37.68,33,828,123,373,133,5.5,146200,INLAND
-122.03,37.97,45,1613,338,865,336,3.25,151100,'NEAR BAY'
-122.76,38.44,11,2895,524,1633,534,4.7283,170200,'<1H OCEAN'
-121.98,38.35,16,1697,267,832,277,4.4375,132600,INLAND
-117.59,33.43,14,3223,484,1230,488,6.5964,358800,'NEAR OCEAN'
-117.34,33.15,19,5710,1423,4163,1406,3.0306,178500,'NEAR OCEAN'
-117.16,33.92,12,3236,502,1610,502,4.7568,143500,INLAND
-119.8,34.44,27,2674,419,1176,416,5.0294,280200,'NEAR OCEAN'
-115.58,32.81,10,1088,203,533,201,3.6597,87500,INLAND
-121.58,39.12,26,2796,629,2017,632,1.8355,61200,INLAND
-122.22,37.47,28,5956,1612,3571,1549,3.1864,272800,'NEAR OCEAN'
-118.13,33.86,37,2259,425,1183,413,5.1805,201600,'<1H OCEAN'
-118.96,35.41,29,3548,729,1542,659,2.947,87100,INLAND
-122.36,40.55,21,2500,466,1428,502,2.6513,113300,INLAND
-118.1,33.86,21,3052,624,1588,568,4.3397,268100,'<1H OCEAN'
-121.8,37.34,25,1642,297,1146,279,5.2088,231400,'<1H OCEAN'
-117.69,33.6,16,2205,393,1333,402,3.475,279500,'<1H OCEAN'
-120.39,38.03,20,1551,309,647,228,2.6094,139100,INLAND
-122.48,38.9,10,304,63,161,61,2.1964,112500,INLAND
-118.18,34.12,52,1081,311,904,283,1.9219,165100,'<1H OCEAN'
-117.13,32.7,38,1445,392,1286,357,1.4632,80200,'NEAR OCEAN'
-122,38.83,26,272,49,194,52,3.4187,98400,INLAND
-117.95,33.98,15,16042,2602,7732,2552,5.6716,330400,'<1H OCEAN'
-118.39,34.03,39,1366,375,1237,370,3.7206,230900,'<1H OCEAN'
-121.02,37.61,33,1469,370,1318,349,1.7104,59000,INLAND
-121.93,37.24,26,2574,414,1096,428,6.0738,335900,'<1H OCEAN'
-119.9,36.79,22,1970,332,1066,319,3.3125,106100,INLAND
-119.57,36.7,30,2370,412,1248,410,3.1442,72300,INLAND
-122.27,40.46,14,2633,530,1324,513,2.2768,78600,INLAND
-122.29,37.89,52,1571,349,693,326,3.1375,229100,'NEAR BAY'
-115.62,33.04,17,1009,231,745,217,2.0463,61200,INLAND
-121.47,38.54,36,2099,510,1845,483,1.4138,52500,INLAND
-118.13,34.19,43,1621,365,1015,329,2.92,242200,INLAND
-120.69,38.36,19,3267,614,1252,566,2.7236,109900,INLAND
-119.06,36.15,20,1282,273,852,247,1.6354,49000,INLAND
-122.53,37.94,18,878,255,384,247,4.7344,200000,'NEAR BAY'
-116.98,32.86,16,7718,1423,4383,1394,4.0693,146400,'<1H OCEAN'
-117.74,34.08,35,1613,298,911,293,3.4398,134300,INLAND
-117.97,34.08,8,2027,480,1781,447,3.0806,142400,INLAND
-117.1,32.75,23,1858,551,1506,492,1.7446,85200,'NEAR OCEAN'
-115.57,32.79,34,1152,208,621,208,3.6042,73600,INLAND
-117.03,32.78,17,5481,1618,2957,1537,2.5707,171300,'<1H OCEAN'
-118.27,33.81,38,1607,337,1130,334,4.4821,190700,'<1H OCEAN'
-118.08,33.98,36,1492,282,1041,270,4.0677,165800,'<1H OCEAN'
-121.35,38.68,18,7923,1558,3789,1473,3.5403,98600,INLAND
-119.33,36.22,29,1735,323,805,293,3.5039,89900,INLAND
-118.52,34.18,34,2307,388,1168,427,4.2143,245400,'<1H OCEAN'
-119.66,36.3,18,1147,202,717,212,3.3681,70500,INLAND
-117.9,33.73,26,1324,314,1804,311,3.9659,178500,'<1H OCEAN'
-118.4,34.15,31,3881,909,1535,846,3.0398,369100,'<1H OCEAN'
-115.55,32.98,33,2266,365,952,360,5.4349,143000,INLAND
-117.03,32.7,19,2304,572,2010,556,2.2866,109900,'NEAR OCEAN'
-117.59,33.65,2,4860,1193,2332,1073,4.5022,151900,'<1H OCEAN'
-115.57,32.78,25,2007,301,1135,332,5.128,99600,INLAND
-117.17,32.68,16,5895,1424,873,522,7.3669,187500,'NEAR OCEAN'
-122.23,38.15,33,1253,238,753,236,1.756,86400,'NEAR BAY'
-118.37,33.88,44,1325,245,669,253,4.4211,324000,'<1H OCEAN'
-118.02,34.13,34,1966,319,980,297,7.7307,429000,INLAND
-118.14,34.11,52,2742,422,1153,414,8.1124,500001,'<1H OCEAN'
-122.72,38.31,26,1644,294,801,291,4.3906,248000,'<1H OCEAN'
-118.32,34.1,31,622,229,597,227,1.5284,200000,'<1H OCEAN'
-117.25,32.86,25,2911,533,1137,499,5.1023,500001,'NEAR OCEAN'
-121.8,36.72,14,2493,407,1296,418,5.4508,190000,'<1H OCEAN'
-122.19,37.8,52,1813,271,637,277,4.0114,263400,'NEAR BAY'
-122.26,37.9,37,2220,335,903,362,7.8336,371300,'NEAR BAY'
-122.08,37.7,32,2718,447,1156,410,5.2497,259300,'NEAR BAY'
-117.6,33.43,21,3951,562,1392,543,5.1439,414000,'NEAR OCEAN'
-118.54,34.22,34,2193,513,1299,497,3.6187,211600,'<1H OCEAN'
-118.37,34.04,42,1809,424,1094,382,2.767,143000,'<1H OCEAN'
-117.27,34.12,27,2896,684,1514,668,1.462,70200,INLAND
-118.42,34.12,27,2089,303,654,270,12.3767,500001,'<1H OCEAN'
-118.26,33.97,47,1504,374,1168,358,1.4625,94200,'<1H OCEAN'
-116.54,33.87,16,3648,1035,1687,581,1.9167,70400,INLAND
-122.27,37.88,52,3360,648,1232,621,4.2813,284900,'NEAR BAY'
-118.08,34.11,42,2628,525,1494,523,3.9464,257200,'<1H OCEAN'
-121.89,37.32,43,1105,241,982,206,2.1149,184900,'<1H OCEAN'
-118.14,34.15,17,1896,674,971,652,0.8438,175000,'<1H OCEAN'
-117.12,32.75,13,2795,773,1869,690,2.1767,101800,'NEAR OCEAN'
-118.31,34.01,50,1463,354,912,293,1.7386,109400,'<1H OCEAN'
-118.58,34.19,15,3061,1079,2173,1078,2.85,187500,'<1H OCEAN'
-118.31,34.17,12,3188,931,2118,850,3.1823,218300,'<1H OCEAN'
-122.23,37.42,16,1945,320,512,300,7.4542,500001,'NEAR OCEAN'
-117.94,33.99,18,6100,1018,3112,982,4.9932,284000,'<1H OCEAN'
-117.49,34.05,20,1483,249,660,194,3.9464,207700,INLAND
-117.14,32.93,16,2412,419,1612,422,4.5086,171100,'<1H OCEAN'
-118.08,34.09,32,3214,718,2316,751,3.7066,206800,'<1H OCEAN'
-121.99,37.27,17,1527,267,775,260,5.9658,278000,'<1H OCEAN'
-119.29,36.28,23,1895,340,749,313,2.2333,120100,INLAND
-118.35,34.17,42,1604,326,814,329,4.4408,216000,'<1H OCEAN'
-118.37,33.95,52,836,175,747,166,4.125,174000,'<1H OCEAN'
-117.11,33.14,10,3208,636,1395,582,3.4455,190500,'<1H OCEAN'
-121.31,37.96,52,1829,301,694,319,3.3466,92600,INLAND
-122.94,38.53,49,1141,239,505,184,3.7143,148800,'<1H OCEAN'
-117.56,33.88,36,838,210,722,180,2.4861,96200,INLAND
-119.78,38.69,17,1364,282,338,152,2.45,117600,INLAND
-117.25,32.74,36,3548,956,1648,866,2.6962,288200,'NEAR OCEAN'
-122.29,37.86,50,2485,607,1354,563,1.9483,150500,'NEAR BAY'
-121.31,38.61,17,992,151,316,159,6.6238,326700,INLAND
-122.95,40.71,26,2231,421,987,364,2.4792,88800,INLAND
-117.06,33.02,17,2635,389,994,359,5.8966,261500,'<1H OCEAN'
-119.65,36.32,11,1294,314,713,290,1.5433,50400,INLAND
-121.9,36.61,29,3412,827,1574,759,2.9309,217100,'NEAR OCEAN'
-121.88,37.44,14,2073,343,1107,330,6.7093,311200,'<1H OCEAN'
-118.47,34,37,2586,765,1801,737,2.6042,305800,'<1H OCEAN'
-123.08,41.26,34,2773,679,1066,424,1.6757,63300,INLAND
-122.24,37.81,52,1490,238,634,256,6.0302,287300,'NEAR BAY'
-117.26,33.19,4,2342,595,1518,545,2.9469,216100,'NEAR OCEAN'
-122.14,38.02,44,1625,432,825,385,2.0523,133900,'NEAR BAY'
-119.4,37.09,22,2211,477,773,288,3.3269,102700,INLAND
-121.94,37.26,43,2104,388,1137,403,4.9236,238000,'<1H OCEAN'
-118.04,34.08,35,1148,258,975,253,4.037,173300,'<1H OCEAN'
-119.69,36.73,30,2437,349,1005,380,7.2211,171700,INLAND
-121.23,39.27,11,1265,224,573,205,3.3603,162500,INLAND
-117.19,32.77,30,2747,640,3185,657,3.765,238000,'NEAR OCEAN'
-117.55,33.92,24,2807,501,1653,509,4.8167,163300,INLAND
-122.01,37.95,8,3866,539,1555,513,6.0901,298200,'NEAR BAY'
-122.14,38.05,27,3794,772,1756,724,3.2891,150600,'NEAR BAY'
-117.72,33.61,26,2653,621,774,584,2.49,81100,'<1H OCEAN'
-121.49,39.49,20,2505,468,1174,429,2.9965,88900,INLAND
-121.26,38.13,38,1419,411,1226,397,2.2188,68800,INLAND
-121.41,36.84,23,1771,356,1105,338,3.7049,192200,INLAND
-116.92,32.8,33,1518,268,857,272,3.5586,160400,'<1H OCEAN'
-121.31,37.99,15,3103,965,3061,861,1.3729,110300,INLAND
-120.32,38.71,13,1115,255,86,32,3.5667,115600,INLAND
-121.93,37.74,16,3326,419,1272,402,6.8806,343500,'<1H OCEAN'
-118.18,33.85,44,1890,465,1378,430,3.8819,143200,'<1H OCEAN'
-118.15,34.21,34,2765,515,1422,438,5.4727,238900,INLAND
-121,39.75,8,1116,214,27,39,2.5893,83000,INLAND
-117.32,34.12,37,2868,574,2055,563,2.3508,70500,INLAND
-118.27,34.05,12,535,328,1194,365,1.2012,275000,'<1H OCEAN'
-117.28,33.22,13,2832,542,1065,531,2.3844,98600,'<1H OCEAN'
-117.05,32.71,25,3292,608,2266,592,3.2986,119200,'NEAR OCEAN'
-118.05,33.82,21,2997,372,1323,372,8.6123,386700,'<1H OCEAN'
-118.15,34.11,52,2375,369,930,351,7.4111,469100,'<1H OCEAN'
-118.27,34.12,50,2037,440,1089,417,3.575,230600,'<1H OCEAN'
-118.27,34,48,1869,461,1834,441,1.7052,107400,'<1H OCEAN'
-122.25,37.46,33,6841,950,2681,980,7.1088,443300,'NEAR OCEAN'
-118.53,34.27,33,1927,305,896,293,5.634,320500,'<1H OCEAN'
-122.24,38.25,33,213,36,91,33,4.9167,187500,'NEAR BAY'
-118.38,33.95,35,3259,967,2003,920,3.2708,400000,'<1H OCEAN'
-117.08,32.57,18,2203,544,1943,497,2.25,103200,'NEAR OCEAN'
-118.44,34.05,15,5368,1312,2269,1232,5.7097,316700,'<1H OCEAN'
-116.94,33.74,19,2901,445,1414,475,4.6406,118900,INLAND
-122.27,37.91,47,1930,315,692,296,6.3669,315500,'NEAR BAY'
-118.31,33.82,35,3462,814,1902,700,3.402,279900,'<1H OCEAN'
-119.17,34.16,17,5276,1020,4066,984,4.5828,205400,'NEAR OCEAN'
-122.05,37.37,27,2687,768,1362,725,3.4028,324200,'<1H OCEAN'
-122.26,37.83,52,1443,311,660,292,3.0125,184400,'NEAR BAY'
-122.04,36.96,42,1149,264,703,232,2.5865,206400,'NEAR OCEAN'
-121.95,37.28,52,777,148,362,144,4.0208,262500,'<1H OCEAN'
-121.68,37.93,44,1014,225,704,238,1.6554,119400,INLAND
-118.36,34.1,52,1295,281,578,273,2.976,405100,'<1H OCEAN'
-121.37,38.62,43,1077,199,447,182,3.0139,115600,INLAND
-120.97,37.69,14,5514,909,2819,970,3.8598,174400,INLAND
-119.08,35.35,20,892,129,331,135,7.1837,176300,INLAND
-118.48,34.14,31,9320,1143,2980,1109,10.3599,500001,'<1H OCEAN'
-122.2,37.96,9,6306,962,2581,911,6.7741,310700,'NEAR BAY'
-120.46,39.83,18,3406,673,1567,617,2.2717,75900,INLAND
-117.84,33.79,34,2590,603,1658,608,2.378,199600,'<1H OCEAN'
-118.23,34.11,31,1021,191,495,191,5.5051,223500,'<1H OCEAN'
-119.05,34.36,22,1815,506,2428,473,2.8417,162500,'<1H OCEAN'
-122.45,37.78,43,1452,397,897,393,4.1319,322700,'NEAR BAY'
-121.35,38.28,17,2756,557,1986,530,3.2234,82000,INLAND
-118.04,33.81,27,2990,515,1849,497,5.6846,216100,'<1H OCEAN'
-118.79,34.14,7,3003,504,1143,466,5.8548,500001,'NEAR OCEAN'
-122.25,37.84,52,3104,687,1157,647,3.12,241400,'NEAR BAY'
-122.08,37.71,35,2211,350,1004,365,5.4639,238600,'NEAR BAY'
-120.44,34.88,9,3124,415,1169,407,6.7694,275100,'<1H OCEAN'
-121.5,38.61,5,1395,373,638,322,2.6745,225000,INLAND
-122.09,37.64,36,1885,307,853,271,4.1141,173100,'NEAR BAY'
-122.21,37.8,50,2833,605,1260,552,2.8929,216700,'NEAR BAY'
-118.41,34.25,19,280,84,483,87,1.95,137500,'<1H OCEAN'
-118.1,34.1,34,2578,645,1628,617,2.34,210900,'<1H OCEAN'
-118.32,33.93,37,2379,462,1327,445,4.25,172100,'<1H OCEAN'
-118.47,34.27,33,1549,264,881,289,5.1408,222900,'<1H OCEAN'
-122.21,38.06,52,2735,559,1076,487,3.6154,155700,'NEAR BAY'
-116,34.12,32,3163,712,1358,544,2.125,57700,INLAND
-119.75,36.78,33,1145,197,508,198,2.3333,81300,INLAND
-118.49,34.04,31,4066,951,1532,868,4.8125,500001,'<1H OCEAN'
-117.44,33.93,34,1577,272,880,284,4.6327,116000,INLAND
-117.66,33.48,22,809,180,334,157,2.3846,500001,'<1H OCEAN'
-117.31,34.08,43,1697,387,1181,352,1.9234,74600,INLAND
-117.09,33.03,17,2786,396,1228,396,6.4211,220700,'<1H OCEAN'
-118.18,34.08,33,1369,408,1475,377,2.3281,151900,'<1H OCEAN'
-121.51,38.26,52,910,212,429,212,1.6458,52800,INLAND
-123.1,39.36,19,1056,248,611,226,1.746,105000,INLAND
-116.99,34.88,23,6060,1165,2920,1072,3.1528,69000,INLAND
-120.32,37.91,16,108,18,54,22,4.375,100000,INLAND
-122.47,37.78,52,2951,647,1448,591,3.1392,422400,'NEAR BAY'
-121.28,38.7,15,5828,1051,2868,1037,3.7813,143200,INLAND
-118.1,33.9,35,1151,248,809,246,4.7813,160000,'<1H OCEAN'
-117.9,34.13,25,3076,856,2868,752,2.6619,117600,'<1H OCEAN'
-117.67,33.67,5,10534,2035,4656,1863,5.7797,309200,'<1H OCEAN'
-118.37,34.04,25,542,161,442,131,2.25,333300,'<1H OCEAN'
-118.15,33.84,36,2987,491,1360,497,4.8013,224100,'<1H OCEAN'
-118.17,34.69,12,4881,803,2188,724,4.1667,171900,INLAND
-116.99,32.72,14,1771,301,1046,284,4.775,143300,'<1H OCEAN'
-119.71,36.83,15,2727,500,1228,436,3.5078,109000,INLAND
-118.04,33.93,35,1805,387,1505,366,4.1667,151900,'<1H OCEAN'
-118.3,34.16,35,3213,874,2401,819,2.8342,256800,'<1H OCEAN'
-122.49,37.5,21,1209,309,801,259,4.5625,500000,'NEAR OCEAN'
-122.72,38.58,4,7042,1100,2936,1043,5.0555,240800,'<1H OCEAN'
-117.95,34.04,27,2610,846,2296,750,2.274,150800,'<1H OCEAN'
-117.13,32.92,16,1580,241,917,261,4.7266,191100,'<1H OCEAN'
-122.25,37.8,42,4120,1065,1715,1015,2.9345,225000,'NEAR BAY'
-117.72,33.54,13,4866,812,1909,733,4.9821,244800,'<1H OCEAN'
-118.13,34.16,52,1872,357,984,364,4,250400,'<1H OCEAN'
-118.34,33.92,29,1475,349,965,370,3.3558,199600,'<1H OCEAN'
-118.16,34.09,52,1722,448,1122,425,3.1204,224000,'<1H OCEAN'
-122.14,39.97,27,1079,222,625,197,3.1319,62700,INLAND
-122.21,37.8,38,2254,535,951,487,3.0812,233100,'NEAR BAY'
-120.04,36.96,23,2126,506,2091,491,1.3713,51800,INLAND
-118.22,34.22,39,2686,417,1094,402,7.0059,500001,'<1H OCEAN'
-118.4,34.23,37,1404,266,889,274,4.0049,190000,'<1H OCEAN'
-121.3,37.96,52,1354,314,679,311,1.7788,97400,INLAND
-119.77,36.85,8,1519,234,711,248,5.9897,123600,INLAND
-116.33,33.75,5,19107,3923,2880,1376,4.036,158500,INLAND
-117.66,35.61,5,5735,932,2623,862,4.8494,87200,INLAND
-118.42,34.06,44,533,90,291,97,10.8045,500001,'<1H OCEAN'
-118.98,37.65,18,1795,416,483,208,4.5375,169800,INLAND
-121.81,37.25,5,1975,520,861,440,4.4565,159000,'<1H OCEAN'
-118.01,33.74,25,8110,1264,3613,1232,6.0609,264900,'<1H OCEAN'
-118.05,33.82,21,2997,372,1323,372,8.6123,386700,'<1H OCEAN'
-118.35,34.02,34,5218,1576,3538,1371,1.5143,118800,'<1H OCEAN'
-117.19,32.82,35,2197,353,945,357,4.9219,192900,'NEAR OCEAN'
-117.18,34.54,5,3772,619,2097,635,3.8194,98500,INLAND
-118.14,33.97,36,1407,385,1763,350,2.6364,150000,'<1H OCEAN'
-120.66,35.5,19,1861,364,1040,363,3.3125,163900,'<1H OCEAN'
-117.61,34.08,20,3550,736,2229,681,3.0199,128800,INLAND
-118.55,34.03,35,9075,1858,3646,1724,6.0307,500001,'<1H OCEAN'
-122.09,37.39,36,1035,196,475,205,5.5385,359000,'NEAR BAY'
-120.67,38.19,17,2967,611,1387,564,2.0417,92600,INLAND
-118.38,34.16,42,2358,546,1065,523,3.1289,320600,'<1H OCEAN'
-122.63,38.25,20,3460,602,1707,568,3.7115,181900,'<1H OCEAN'
-118.08,33.92,39,1631,322,1034,328,4.5382,165700,'<1H OCEAN'
-121.43,37.75,41,1717,325,855,303,2.75,127300,INLAND
-117.76,34.13,8,16759,2274,7249,2156,7.4837,358700,INLAND
-118.04,34.18,37,3134,532,1220,508,5.2865,455400,INLAND
-122.78,38.44,14,4143,656,1569,629,3.9766,345300,'<1H OCEAN'
-118.43,33.99,42,2558,558,1328,541,4.875,301300,'<1H OCEAN'
-122.07,37.36,28,4612,608,1686,567,10.0346,500001,'<1H OCEAN'
-122.04,37.67,18,3000,419,1155,415,6.8233,332600,'NEAR BAY'
-117.57,33.87,33,2076,517,1374,480,2.2197,138200,INLAND
-118.35,34.1,26,3977,1050,1720,935,3.358,364500,'<1H OCEAN'
-122.07,37.7,32,3400,736,1487,694,3,223200,'NEAR BAY'
-118.26,33.93,36,1102,247,702,225,1.5256,95400,'<1H OCEAN'
-117.24,34.12,29,2654,667,1822,593,2.1563,72300,INLAND
-117.94,33.86,36,2824,493,1394,507,4.6477,194700,'<1H OCEAN'
-122.25,37.79,39,461,129,381,123,1.6,112500,'NEAR BAY'
-121.79,37.34,20,2018,328,1196,323,4.9318,262400,'<1H OCEAN'
-122.49,38.3,14,2844,602,1613,544,3.3571,193600,'<1H OCEAN'
-118.17,34.02,33,346,103,488,107,1.8681,112500,'<1H OCEAN'
-118.42,33.99,35,1724,419,1079,394,4.5521,263800,'<1H OCEAN'
-118.54,34.28,18,5481,780,2477,764,6.7248,377200,'<1H OCEAN'
-117.89,34.12,35,1447,272,1224,268,3.9934,141900,'<1H OCEAN'
-122.42,37.66,26,3253,932,2246,855,2.6631,244000,'NEAR OCEAN'
-118.98,34.4,34,1328,244,795,227,4.4219,338100,'<1H OCEAN'
-117.03,32.7,19,2304,572,2010,556,2.2866,109900,'NEAR OCEAN'
-119.73,36.52,20,1741,331,1466,289,2.5921,94200,INLAND
-118.36,34.09,33,3463,1170,1845,1134,2.0205,243800,'<1H OCEAN'
-118.35,33.93,35,1050,252,918,236,1.7344,146900,'<1H OCEAN'
-122.29,37.85,52,477,119,218,106,2.5682,120000,'NEAR BAY'
-117.27,34.13,36,3337,687,2388,589,2.9628,87800,INLAND
-122.47,38.6,20,1036,202,589,194,5.3698,303300,INLAND
-121.81,37.25,20,3398,771,1231,744,2.0288,350000,'<1H OCEAN'
-122.01,37.59,2,838,295,240,149,2.875,237500,'NEAR BAY'
-122.5,37.77,52,2299,441,1252,415,5.0562,336700,'NEAR BAY'
-122.31,40.45,10,1187,236,728,248,2.0469,66800,INLAND
-122.27,37.87,49,1350,368,707,350,2.8846,211300,'NEAR BAY'
-121.83,37.26,11,2394,403,1393,409,5.5875,259300,'<1H OCEAN'
-122.25,38.1,52,1780,373,824,317,2.75,109900,'NEAR BAY'
-117.31,33.25,14,3483,764,2140,687,3.125,102300,'<1H OCEAN'
-118.46,34.16,26,2548,647,1098,540,4.3839,299100,'<1H OCEAN'
-121.55,39.1,27,1783,441,1163,409,1.2857,47000,INLAND
-118.29,34.09,52,1272,322,984,353,1.9063,261600,'<1H OCEAN'
-118.27,34.05,26,1164,674,1685,541,1.5727,225000,'<1H OCEAN'
-118.34,34.02,50,1172,261,685,260,3.1442,130300,'<1H OCEAN'
-121.89,37.45,15,2428,513,1687,519,4.75,254400,'<1H OCEAN'
-118.27,34.07,27,1190,?,1795,422,1.7016,160000,'<1H OCEAN'
